1234600552|TERMINO
1234601012|TERMINO
1234596962|TERMINO
1234597073|TERMINO
1234597136|TERMINO
1234597582|TERMINO
1234597645|TERMINO
1234597708|TERMINO
1234597868|TERMINO
1234597931|TERMINO
1234598042|TERMINO
1234598105|TERMINO
1234598265|TERMINO
1234598328|TERMINO
1234598488|VENCIDO
1234598551|TERMINO
1234598614|TERMINO
1234598774|TERMINO
1234599011|TERMINO
1234596899|TERMINO
1234599394|VENCIDO
1234599457|TERMINO
1234598997|TERMINO
1234599171|TERMINO
1234599234|TERMINO
1234599520|TERMINO
1234599680|TERMINO
1234599743|VENCIDO
1234599806|TERMINO
1234599966|TERMINO
1234600043|TERMINO
1234597296|TERMINO
1234597359|TERMINO
1234597422|TERMINO
1234600106|TERMINO
1234600266|TERMINO
1234600329|TERMINO
1234600489|TERMINO
1234598837|TERMINO
1234600615|TERMINO
1234600775|TERMINO
1234600998|VENCIDO
1234600838|TERMINO
1234601172|TERMINO
1234601235|TERMINO
1234601395|TERMINO
1234601458|TERMINO
1234601521|TERMINO
1234601681|TERMINO
1234601744|TERMINO
1234601807|TERMINO
1234602078|TERMINO
1234602141|TERMINO
1234602204|TERMINO
1234602364|TERMINO
1234602427|TERMINO
1234602587|TERMINO
1234602650|TERMINO
1234602713|TERMINO
1234602873|TERMINO
1234602936|TERMINO
1234603047|TERMINO
1234603110|TERMINO
1234603270|TERMINO
1234603333|TERMINO
1234603619|TERMINO
1234601967|TERMINO
1234603493|TERMINO
1234603556|TERMINO
1234573284|TERMINO
1234568478|TERMINO
1234569224|TERMINO
1234571312|TERMINO
1234571472|TERMINO
1234571535|TERMINO
1234571695|TERMINO
1234571758|TERMINO
1234571821|TERMINO
1234571981|TERMINO
1234572092|TERMINO
1234572218|TERMINO
1234572378|TERMINO
1234569098|TERMINO
1234573124|TERMINO
1234569161|TERMINO
1234569384|TERMINO
1234569447|TERMINO
1234569510|TERMINO
1234569670|TERMINO
1234569733|TERMINO
1234569893|TERMINO
1234569956|TERMINO
1234570566|TERMINO
1234570915|TERMINO
1234571026|TERMINO
1234575159|TERMINO
1234572155|TERMINO
1234572441|TERMINO
1234572504|TERMINO
1234572664|TERMINO
1234572727|TERMINO
1234572887|TERMINO
1234574825|TERMINO
1234573633|TERMINO
1234573793|TERMINO
1234573856|TERMINO
1234573919|TERMINO
1234574190|TERMINO
1234574253|TERMINO
1234574316|TERMINO
1234574476|TERMINO
1234574539|TERMINO
1234574699|TERMINO
1234570789|TERMINO
1234568541|TERMINO
1234570120|TERMINO
1234570280|TERMINO
1234570343|TERMINO
1234570852|TERMINO
1234571249|TERMINO
1234572950|TERMINO
1234573410|TERMINO
1234573570|TERMINO
1234570057|TERMINO
1234570406|VENCIDO
1234571186|TERMINO
1234575096|TERMINO
1234575222|TERMINO
1234573061|TERMINO
1234568192|TERMINO
1234568255|TERMINO
1234568318|TERMINO
1234574762|TERMINO
1234570629|TERMINO
1234577543|TERMINO
1234577257|TERMINO
1234578512|VENCIDO
1234568827|TERMINO
1234574985|TERMINO
1234576351|TERMINO
1234577989|VENCIDO
1234577320|TERMINO
1234578449|TERMINO
1234578386|TERMINO
1234576288|TERMINO
1234578672|TERMINO
1234578735|TERMINO
1234579132|TERMINO
1234574030|TERMINO
1234577766|TERMINO
1234578163|TERMINO
1234578226|TERMINO
1234577194|TERMINO
1234578958|VENCIDO
1234568764|TERMINO
1234576574|VENCIDO
1234576128|TERMINO
1234579292|TERMINO
1234577606|TERMINO
1234577829|TERMINO
1234578003|TERMINO
1234567921|TERMINO
1234578895|VENCIDO
1234576065|TERMINO
1234579355|TERMINO
1234576797|TERMINO
1234576860|TERMINO
1234576923|TERMINO
1234579069|TERMINO
1234575445|TERMINO
1234575954|TERMINO
1234576414|VENCIDO
1234576637|TERMINO
1234575508|TERMINO
1234593895|VENCIDO
1234579418|TERMINO
1234577034|VENCIDO
1234579578|TERMINO
1234575668|TERMINO
1234580314|TERMINO
1234580474|TERMINO
1234580537|TERMINO
1234580697|TERMINO
1234575731|VENCIDO
1234580983|TERMINO
1234580251|TERMINO
1234580823|TERMINO
1234580760|TERMINO
1234580188|TERMINO
1234583318|TERMINO
1234583478|TERMINO
1234584224|TERMINO
1234584384|TERMINO
1234584447|TERMINO
1234584510|TERMINO
1234584670|TERMINO
1234584733|TERMINO
1234585416|TERMINO
1234585639|TERMINO
1234585862|TERMINO
1234585925|TERMINO
1234585353|TERMINO
1234585799|TERMINO
1234586196|TERMINO
1234586322|TERMINO
1234586482|TERMINO
1234581380|TERMINO
1234579704|TERMINO
1234579864|TERMINO
1234580028|TERMINO
1234581094|TERMINO
1234581157|TERMINO
1234583192|TERMINO
1234583255|TERMINO
1234586259|TERMINO
1234588866|TERMINO
1234582349|TERMINO
1234582572|TERMINO
1234582635|TERMINO
1234583541|TERMINO
1234583604|TERMINO
1234583764|TERMINO
1234583827|TERMINO
1234583987|VENCIDO
1234584098|TERMINO
1234584161|TERMINO
1234584893|TERMINO
1234584956|TERMINO
1234585130|VENCIDO
1234585576|TERMINO
1234588706|TERMINO
1234585290|TERMINO
1234586036|TERMINO
1234583032|TERMINO
1234586545|TERMINO
1234586768|TERMINO
1234586991|TERMINO
1234587165|TERMINO
1234587388|TERMINO
1234587514|TERMINO
1234587737|VENCIDO
1234587897|TERMINO
1234587960|TERMINO
1234588071|TERMINO
1234588134|TERMINO
1234588294|TERMINO
1234588357|TERMINO
1234588420|TERMINO
1234588580|TERMINO
1234575891|VENCIDO
1234579641|TERMINO
1234579927|TERMINO
1234581443|VENCIDO
1234581506|VENCIDO
1234581666|TERMINO
1234581889|TERMINO
1234581952|VENCIDO
1234582063|TERMINO
1234582126|TERMINO
1234582858|TERMINO
1234588929|TERMINO
1234589040|TERMINO
1234582921|TERMINO
1234586608|TERMINO
1234586831|TERMINO
1234587005|TERMINO
1234587228|TERMINO
1234588643|TERMINO
1234581220|TERMINO
1234589263|TERMINO
1234589772|TERMINO
1234589103|TERMINO
1234589326|TERMINO
1234589486|TERMINO
1234589612|TERMINO
1234589835|TERMINO
1234589995|TERMINO
1234590096|TERMINO
1234589549|TERMINO
1234590222|TERMINO
1234590159|TERMINO
1234587674|VENCIDO
1234592194|TERMINO
1234590382|TERMINO
1234590445|TERMINO
1234591860|TERMINO
1234593386|TERMINO
1234591923|TERMINO
1234592034|TERMINO
1234592257|TERMINO
1234592320|TERMINO
1234592543|TERMINO
1234592606|TERMINO
1234592766|TERMINO
1234592989|TERMINO
1234593003|TERMINO
1234593163|TERMINO
1234593226|TERMINO
1234590731|VENCIDO
1234591065|TERMINO
1234591128|TERMINO
1234591288|VENCIDO
1234591351|TERMINO
1234591414|TERMINO
1234591637|TERMINO
1234591797|TERMINO
1234592480|TERMINO
1234592829|TERMINO
1234590668|TERMINO
1234593672|TERMINO
1234593449|TERMINO
1234593735|TERMINO
1234593958|TERMINO
1234594292|TERMINO
1234594132|TERMINO
1234594069|TERMINO
1234594355|TERMINO
1234594578|TERMINO
1234594418|TERMINO
1234594641|TERMINO
1234605082|TERMINO
